name,album,artist,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Gender ,Source 
Kukere,Desire,Iyanya,afro dancehall,2013,223007,0,0.74,0.0681,0.842,0.00984,0.0569,-5.281,0.0872,130.059,4,Male,https://www.google.com/search?q=shatta+wale&sxsrf=AOaemvIO_BoReLcUOYm5KsQ4wT-xGoGs6A%3A1638347203068&ei=wzGnYafAA8fGgQayhYroBg&gs_ssp=eJzj4tbP1TcwNMjIy4s3M2D04i7OSCwpSVQoT8xJBQBl1wgf&oq=Shatt&gs_lcp=Cgdnd3Mtd2l6EAEYADIICC4QsQMQkQIyBQguEJECMgcIABCxAxBDMgcILhCxAxBDMggIABCABBCxAzIICAAQgAQQsQMyCAguEIAEELEDMgUILhCABDIFCAAQgAQyCAgAEIAEELEDOgcIIxCwAxAnOgcIABBHELADOhAILhDHARCjAhDIAxCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhAnOgQILhBDOggIABCxAxCDAToLCAAQgAQQsQMQgwE6DgguEIAEELEDEMcBEKMCOgoILhDHARDRAxAnOgQIABBDSgQIQRgAUPYHWLQRYOsaaANwAngAgAGrAYgB5wSSAQMxLjSYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Bobo,Eyan Mayweather,Olamide,afro dancehall,2015,253466,0,0.7,0.58,0.963,0,0.403,-3.599,0.138,125.004,4,Male,https://www.google.com/search?q=shatta+wale&sxsrf=AOaemvIO_BoReLcUOYm5KsQ4wT-xGoGs6A%3A1638347203068&ei=wzGnYafAA8fGgQayhYroBg&gs_ssp=eJzj4tbP1TcwNMjIy4s3M2D04i7OSCwpSVQoT8xJBQBl1wgf&oq=Shatt&gs_lcp=Cgdnd3Mtd2l6EAEYADIICC4QsQMQkQIyBQguEJECMgcIABCxAxBDMgcILhCxAxBDMggIABCABBCxAzIICAAQgAQQsQMyCAguEIAEELEDMgUILhCABDIFCAAQgAQyCAgAEIAEELEDOgcIIxCwAxAnOgcIABBHELADOhAILhDHARCjAhDIAxCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhAnOgQILhBDOggIABCxAxCDAToLCAAQgAQQsQMQgwE6DgguEIAEELEDEMcBEKMCOgoILhDHARDRAxAnOgQIABBDSgQIQRgAUPYHWLQRYOsaaANwAngAgAGrAYgB5wSSAQMxLjSYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Johnny,King of Queens,Yemi Alade,afro dancehall,2014,236012,12,0.84,0.2,0.842,6.68E-05,0.138,-2.641,0.232,125.105,4,Male,https://www.google.com/search?q=shatta+wale&sxsrf=AOaemvIO_BoReLcUOYm5KsQ4wT-xGoGs6A%3A1638347203068&ei=wzGnYafAA8fGgQayhYroBg&gs_ssp=eJzj4tbP1TcwNMjIy4s3M2D04i7OSCwpSVQoT8xJBQBl1wgf&oq=Shatt&gs_lcp=Cgdnd3Mtd2l6EAEYADIICC4QsQMQkQIyBQguEJECMgcIABCxAxBDMgcILhCxAxBDMggIABCABBCxAzIICAAQgAQQsQMyCAguEIAEELEDMgUILhCABDIFCAAQgAQyCAgAEIAEELEDOgcIIxCwAxAnOgcIABBHELADOhAILhDHARCjAhDIAxCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhAnOgQILhBDOggIABCxAxCDAToLCAAQgAQQsQMQgwE6DgguEIAEELEDEMcBEKMCOgoILhDHARDRAxAnOgQIABBDSgQIQRgAUPYHWLQRYOsaaANwAngAgAGrAYgB5wSSAQMxLjSYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Fada Fada (Ghetto Gospel),Fada Fada (Ghetto Gospel),Phyno,afro dancehall,2016,284592,5,0.477,0.697,0.797,0,0.19,-2.971,0.217,89.607,3,Male,https://www.google.com/search?q=shizzi&sxsrf=AOaemvKXIThk0_1G3_-wev0jiaFOoYX6Zg%3A1638347898472&ei=ejSnYcOGHNiDhbIPip-88AU&ved=0ahUKEwjDq4bEmcL0AhXYQUEAHYoPD14Q4dUDCA4&uact=5&oq=shizzi&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUILhCABDIHCAAQsQMQCjIECAAQCjIHCAAQsQMQCjIECAAQCjIKCAAQsQMQyQMQCjIFCAAQkgMyCgguEMcBEK8BEAoyBAgAEAo6BwguELADECc6BwgAEEcQsAM6BwguELADEEM6BAgjECc6BQguEJECOgQILhBDOg4ILhCABBCxAxDHARDRAzoICAAQsQMQgwE6CwgAEIAEELEDEIMBOgsILhCABBDHARDRAzoOCC4QgAQQsQMQxwEQowI6BAguECc6BQgAEIAEOggIABCABBCxAzoICC4QsQMQgwE6CAguEIAEELEDOgUIABCRAjoHCAAQgAQQCjoHCC4QgAQQCkoECEEYAFD3BVjcC2CQDWgDcAJ4AIABeIgBkgSSAQM1LjGYAQCgAQHIAQrAAQE&sclient=gws-wiz
I Concur,I Concur,Timaya,afro dancehall,2015,245960,9,0.866,0.113,0.702,0.000871,0.0581,-2.712,0.226,126.001,4,Female,https://www.google.com/search?q=simi+duduke+&sxsrf=AOaemvIudaZJjC07YVYUO-jXf0zeQyeZOQ%3A1638267225806&ei=WfmlYaLNMMzrgAak-YiQDA&ved=0ahUKEwji3amA7b_0AhXMNcAKHaQ8AsIQ4dUDCA8&uact=5&oq=simi+duduke+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAgAEEMyBAguEEMyBAgAEEMyBAgAEEMyBQgAEIAEMgQIABBDMgoIABCABBCHAhAUMgQIABBDMgUIABCABDoHCAAQRxCwAzoHCAAQsAMQQzoKCC4QyAMQsAMQQzoFCC4QgARKBAhBGABQiQNY1A1g9hFoAXACeACAAWCIAcUEkgEBOJgBAKABAcgBD8ABAQ&sclient=gws-wiz
Wash,Wash,Tekno,afropop,2015,194080,10,0.886,0.0763,0.803,0,0.187,-5.004,0.162,120.989,4,Female,https://www.google.com/search?q=simi+duduke+&sxsrf=AOaemvIudaZJjC07YVYUO-jXf0zeQyeZOQ%3A1638267225806&ei=WfmlYaLNMMzrgAak-YiQDA&ved=0ahUKEwji3amA7b_0AhXMNcAKHaQ8AsIQ4dUDCA8&uact=5&oq=simi+duduke+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAgAEEMyBAguEEMyBAgAEEMyBAgAEEMyBQgAEIAEMgQIABBDMgoIABCABBCHAhAUMgQIABBDMgUIABCABDoHCAAQRxCwAzoHCAAQsAMQQzoKCC4QyAMQsAMQQzoFCC4QgARKBAhBGABQiQNY1A1g9hFoAXACeACAAWCIAcUEkgEBOJgBAKABAcgBD8ABAQ&sclient=gws-wiz
M.O.N.E.Y,M.O.N.E.Y,Timaya,afro dancehall,2016,231106,6,0.86,0.275,0.728,0,0.0777,-2.95,0.158,122.918,4,Male,https://www.google.com/search?q=Singah&sxsrf=AOaemvJ5iCRi0UOJekziZh_Y9Vz4FSfIkg%3A1638347245410&ei=7TGnYaK3GJHIgQac5qO4DQ&ved=0ahUKEwji4dKMl8L0AhURZMAKHRzzCNcQ4dUDCA4&uact=5&oq=Singah&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgQIABBDMgcILhCxAxBDMg0ILhCxAxDHARDRAxBDMgQIABBDMgUIABCABDIICC4QgAQQsQMyCAguEIAEELEDMgsIABCABBCxAxCDATILCAAQgAQQsQMQgwE6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAguECc6BAgjECc6BAguEEM6DgguEIAEELEDEMcBENEDOggIABCxAxCDAToLCC4QgAQQxwEQ0QM6BQguEIAEOggILhCxAxCDAToLCC4QxwEQowIQkQI6DQgAEIAEELEDEIMBEAo6EQguEIAEELEDEIMBEMcBENEDOggIABCABBCxAzoICAAQgAQQyQM6BQgAEJIDSgQIQRgAULYHWPQMYLcOaANwAngAgAGiAYgB7gSSAQMyLjOYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Ashawo,Ashawo,Flavour,afro dancehall,2014,257751,0,0.761,0.146,0.975,0.489,0.144,-0.18,0.0611,100.612,4,Male,https://www.google.com/search?q=skales+nigerian+artist&sxsrf=AOaemvJobEPR1_OR7lItUdogOrFpCqjoNw%3A1638268064673&ei=oPylYZuwKN2Ixc8PpvCD2As&ved=0ahUKEwibgKqQ8L_0AhVdRPEDHSb4ALsQ4dUDCA8&uact=5&oq=skales+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOgQILhBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBEKMCOgoIABCxAxCDARBDOgQIABBDOg0ILhCxAxDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoHCAAQsQMQQzoKCC4QxwEQ0QMQQzoHCC4QsQMQQzoFCC4QgAQ6CAgAEIAEELEDOgUIABCABDoHCAAQgAQQCkoECEEYAFDWB1iGLmCMMWgDcAJ4AIABlwGIAcERkgEEMTQuOJgBAKABAcgBCMABAQ&sclient=gws-wiz
Shake Body,Man of the Year,Skales,afro dancehall,2015,208873,51,0.855,0.193,0.872,2.87E-05,0.0615,-4.09,0.0548,130.998,4,Male,https://www.google.com/search?q=skales+nigerian+artist&sxsrf=AOaemvJobEPR1_OR7lItUdogOrFpCqjoNw%3A1638268064673&ei=oPylYZuwKN2Ixc8PpvCD2As&ved=0ahUKEwibgKqQ8L_0AhVdRPEDHSb4ALsQ4dUDCA8&uact=5&oq=skales+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOgQILhBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBEKMCOgoIABCxAxCDARBDOgQIABBDOg0ILhCxAxDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoHCAAQsQMQQzoKCC4QxwEQ0QMQQzoHCC4QsQMQQzoFCC4QgAQ6CAgAEIAEELEDOgUIABCABDoHCAAQgAQQCkoECEEYAFDWB1iGLmCMMWgDcAJ4AIABlwGIAcERkgEEMTQuOJgBAKABAcgBCMABAQ&sclient=gws-wiz
Karolina,"Awilo Collection, Vol. 1",Awilo Longomba,afro dancehall,2016,272065,0,0.643,0.0924,0.982,0,0.162,-3.519,0.0525,119.953,4,Male,https://www.google.com/search?q=skales+nigerian+artist&sxsrf=AOaemvJobEPR1_OR7lItUdogOrFpCqjoNw%3A1638268064673&ei=oPylYZuwKN2Ixc8PpvCD2As&ved=0ahUKEwibgKqQ8L_0AhVdRPEDHSb4ALsQ4dUDCA8&uact=5&oq=skales+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOgQILhBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBEKMCOgoIABCxAxCDARBDOgQIABBDOg0ILhCxAxDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoHCAAQsQMQQzoKCC4QxwEQ0QMQQzoHCC4QsQMQQzoFCC4QgAQ6CAgAEIAEELEDOgUIABCABDoHCAAQgAQQCkoECEEYAFDWB1iGLmCMMWgDcAJ4AIABlwGIAcERkgEEMTQuOJgBAKABAcgBCMABAQ&sclient=gws-wiz
Shake,Blessed,Flavour,afro dancehall,2012,236355,0,0.731,0.262,0.949,0,0.575,-3.571,0.224,125.043,4,Male,https://www.google.com/search?q=skales+nigerian+artist&sxsrf=AOaemvJobEPR1_OR7lItUdogOrFpCqjoNw%3A1638268064673&ei=oPylYZuwKN2Ixc8PpvCD2As&ved=0ahUKEwibgKqQ8L_0AhVdRPEDHSb4ALsQ4dUDCA8&uact=5&oq=skales+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOgQILhBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBEKMCOgoIABCxAxCDARBDOgQIABBDOg0ILhCxAxDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoHCAAQsQMQQzoKCC4QxwEQ0QMQQzoHCC4QsQMQQzoFCC4QgAQ6CAgAEIAEELEDOgUIABCABDoHCAAQgAQQCkoECEEYAFDWB1iGLmCMMWgDcAJ4AIABlwGIAcERkgEEMTQuOJgBAKABAcgBCMABAQ&sclient=gws-wiz
On Top Your Matter,Ayo,WizKid,afro dancehall,2014,284773,35,0.714,0.0516,0.968,0,0.0758,-0.831,0.0536,124.038,4,Male,https://www.google.com/search?q=skales+nigerian+artist&sxsrf=AOaemvJobEPR1_OR7lItUdogOrFpCqjoNw%3A1638268064673&ei=oPylYZuwKN2Ixc8PpvCD2As&ved=0ahUKEwibgKqQ8L_0AhVdRPEDHSb4ALsQ4dUDCA8&uact=5&oq=skales+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOgQILhBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBEKMCOgoIABCxAxCDARBDOgQIABBDOg0ILhCxAxDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoHCAAQsQMQQzoKCC4QxwEQ0QMQQzoHCC4QsQMQQzoFCC4QgAQ6CAgAEIAEELEDOgUIABCABDoHCAAQgAQQCkoECEEYAFDWB1iGLmCMMWgDcAJ4AIABlwGIAcERkgEEMTQuOJgBAKABAcgBCMABAQ&sclient=gws-wiz
Baby Oku (Gyration),Super Sexy,Various Artists,bongo flava,2015,197224,0,0.639,0.229,0.97,0.00937,0.259,-1.68,0.0418,104.178,3,Male,https://www.google.com/search?q=skales+nigerian+artist&sxsrf=AOaemvJobEPR1_OR7lItUdogOrFpCqjoNw%3A1638268064673&ei=oPylYZuwKN2Ixc8PpvCD2As&ved=0ahUKEwibgKqQ8L_0AhVdRPEDHSb4ALsQ4dUDCA8&uact=5&oq=skales+nigerian+artist&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BwgAEEcQsAM6BAgjECc6BQguEJECOgQILhBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBEKMCOgoIABCxAxCDARBDOgQIABBDOg0ILhCxAxDHARDRAxBDOhEILhCABBCxAxCDARDHARDRAzoHCAAQsQMQQzoKCC4QxwEQ0QMQQzoHCC4QsQMQQzoFCC4QgAQ6CAgAEIAEELEDOgUIABCABDoHCAAQgAQQCkoECEEYAFDWB1iGLmCMMWgDcAJ4AIABlwGIAcERkgEEMTQuOJgBAKABAcgBCMABAQ&sclient=gws-wiz
Why (feat. Awilo Longomba),Ballers,Dammy Krane,afro dancehall,2016,208431,0,0.786,0.239,0.834,4.89E-06,0.241,-4.371,0.129,129.048,4,Male,https://www.google.com/search?q=Skiibii&sxsrf=AOaemvKAHWG9D-18tdR6jWMrs51fd7fr7A%3A1638269769018&ei=SQOmYakmlNy1BsrFkdgN&ved=0ahUKEwjp7oK99r_0AhUUbs0KHcpiBNsQ4dUDCA8&uact=5&oq=Skiibii&gs_lcp=Cgdnd3Mtd2l6EAMyBAguEEMyBAguEEMyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgoIABCABBCHAhAUMgUIABCABDIFCAAQgAQyBAguEEM6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6DgguEIAEELEDEMcBENEDOgQIABBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQ0QM6DgguEIAEELEDEMcBEKMCOggILhCABBCxAzoICAAQgAQQsQM6CwgAEIAEELEDEMkDOggIABCxAxCDAToHCC4QsQMQCjoHCAAQgAQQCjoECAAQCjoECC4QCkoECEEYAFD7BljKFGCMFmgDcAJ4AIABgAGIAfkFkgEDMi41mAEAoAEByAEOwAEB&sclient=gws-wiz
The Money,The Money,DaVido,afropop,2015,221309,0,0.818,0.145,0.889,0.000383,0.0793,-2.387,0.134,123.982,4,Male,https://www.google.com/search?q=Skiibii&sxsrf=AOaemvKAHWG9D-18tdR6jWMrs51fd7fr7A%3A1638269769018&ei=SQOmYakmlNy1BsrFkdgN&ved=0ahUKEwjp7oK99r_0AhUUbs0KHcpiBNsQ4dUDCA8&uact=5&oq=Skiibii&gs_lcp=Cgdnd3Mtd2l6EAMyBAguEEMyBAguEEMyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgoIABCABBCHAhAUMgUIABCABDIFCAAQgAQyBAguEEM6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6DgguEIAEELEDEMcBENEDOgQIABBDOgsIABCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQ0QM6DgguEIAEELEDEMcBEKMCOggILhCABBCxAzoICAAQgAQQsQM6CwgAEIAEELEDEMkDOggIABCxAxCDAToHCC4QsQMQCjoHCAAQgAQQCjoECAAQCjoECC4QCkoECEEYAFD7BljKFGCMFmgDcAJ4AIABgAGIAfkFkgEDMi41mAEAoAEByAEOwAEB&sclient=gws-wiz
Mmege,Thankful,Flavour,afro dancehall,2014,214706,0,0.593,0.0441,0.907,2.43E-06,0.265,-0.371,0.0921,111.943,4,Male Group,https://www.google.com/search?q=skuki&sxsrf=AOaemvJucDx-SyejUxhLSWTPLgqp8rO-0A%3A1638346413611&ei=rS6nYYrcJOKDhbIPj-y5yAw&ved=0ahUKEwjK5oGAlML0AhXiQUEAHQ92DskQ4dUDCA4&uact=5&oq=skuki&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgQILhAKMgQIABAKMgcILhCxAxAKMgQIABAKMgcILhCxAxAKMgcILhCxAxAKMgQIABAKMgcILhCxAxAKMgoIABCxAxCDARAKOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgoILhDHARDRAxBDOgQIABBDOg4ILhCABBCxAxDHARDRAzoLCAAQgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOggIABCxAxCDAToICAAQsQMQkQI6CAguEIAEELEDOggIABCABBCxAzoFCAAQgAQ6CwguEIAEEMcBEK8BOgcIABCABBAKSgQIQRgAUJoGWO8MYNEOaANwAngAgAHGAYgB7gSSAQMzLjKYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Oyoyo,Oyoyo,J. Martins,afro dancehall,2009,237066,25,0.613,0.199,0.807,1.10E-05,0.0894,-6.459,0.395,101.648,4,Male,https://www.google.com/search?q=solidstar&sxsrf=AOaemvI7y6R3uxfXkfPmv8bTrbGvkJp_UQ%3A1638347358762&ei=XjKnYZvxLZKegQaZw4GwCA&gs_ssp=eJzj4tVP1zc0TM4zzkg3SK80YPTiLM7PyUwpLkksAgBp_Ah7&oq=solidstar&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCC4QkQIyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6DQguELEDEMcBENEDEEM6CwgAEIAEELEDEIMBOggIABCABBCxAzoLCC4QgAQQxwEQowI6CggAELEDEIMBEEM6CAguEIAEELEDOgsIABCABBCxAxDJAzoFCAAQkgM6BwgAELEDEEM6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoLCC4QgAQQxwEQ0QM6CwguEIAEEMcBEK8BOg0ILhCABBDHARDRAxAKOg0ILhCABBDHARCvARAKSgQIQRgAUKgMWLwYYMoeaAVwAngAgAHAAYgB-wiSAQM0LjWYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Woyo,Woyo,Timaya,afro dancehall,2017,163005,0,0.779,0.0285,0.842,0.00519,0.05,-2.793,0.0763,102.104,4,Male,https://www.google.com/search?q=solidstar&sxsrf=AOaemvI7y6R3uxfXkfPmv8bTrbGvkJp_UQ%3A1638347358762&ei=XjKnYZvxLZKegQaZw4GwCA&gs_ssp=eJzj4tVP1zc0TM4zzkg3SK80YPTiLM7PyUwpLkksAgBp_Ah7&oq=solidstar&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCC4QkQIyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6DQguELEDEMcBENEDEEM6CwgAEIAEELEDEIMBOggIABCABBCxAzoLCC4QgAQQxwEQowI6CggAELEDEIMBEEM6CAguEIAEELEDOgsIABCABBCxAxDJAzoFCAAQkgM6BwgAELEDEEM6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoLCC4QgAQQxwEQ0QM6CwguEIAEEMcBEK8BOg0ILhCABBDHARDRAxAKOg0ILhCABBDHARCvARAKSgQIQRgAUKgMWLwYYMoeaAVwAngAgAHAAYgB-wiSAQM0LjWYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Ikwokrikwo,Blessed,Flavour,afro dancehall,2012,222876,0,0.709,0.317,0.895,8.26E-05,0.601,-4.478,0.226,106.601,4,Male,https://www.google.com/search?q=solidstar&sxsrf=AOaemvI7y6R3uxfXkfPmv8bTrbGvkJp_UQ%3A1638347358762&ei=XjKnYZvxLZKegQaZw4GwCA&gs_ssp=eJzj4tVP1zc0TM4zzkg3SK80YPTiLM7PyUwpLkksAgBp_Ah7&oq=solidstar&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCC4QkQIyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6DQguELEDEMcBENEDEEM6CwgAEIAEELEDEIMBOggIABCABBCxAzoLCC4QgAQQxwEQowI6CggAELEDEIMBEEM6CAguEIAEELEDOgsIABCABBCxAxDJAzoFCAAQkgM6BwgAELEDEEM6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoLCC4QgAQQxwEQ0QM6CwguEIAEEMcBEK8BOg0ILhCABBDHARDRAxAKOg0ILhCABBDHARCvARAKSgQIQRgAUKgMWLwYYMoeaAVwAngAgAHAAYgB-wiSAQM0LjWYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Sisi (Remix),MixDown,Various Artists,na,2016,247693,0,0.78,0.565,0.916,0,0.144,-2.357,0.236,124.126,4,Male,https://www.google.com/search?q=solidstar&sxsrf=AOaemvI7y6R3uxfXkfPmv8bTrbGvkJp_UQ%3A1638347358762&ei=XjKnYZvxLZKegQaZw4GwCA&gs_ssp=eJzj4tVP1zc0TM4zzkg3SK80YPTiLM7PyUwpLkksAgBp_Ah7&oq=solidstar&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCC4QkQIyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6DQguELEDEMcBENEDEEM6CwgAEIAEELEDEIMBOggIABCABBCxAzoLCC4QgAQQxwEQowI6CggAELEDEIMBEEM6CAguEIAEELEDOgsIABCABBCxAxDJAzoFCAAQkgM6BwgAELEDEEM6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoLCC4QgAQQxwEQ0QM6CwguEIAEEMcBEK8BOg0ILhCABBDHARDRAxAKOg0ILhCABBDHARCvARAKSgQIQRgAUKgMWLwYYMoeaAVwAngAgAHAAYgB-wiSAQM0LjWYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Manuchim Soh,Munachim Soh,Duncan Mighty,afro dancehall,2012,271516,0,0.839,0.416,0.777,4.75E-06,0.118,-6.303,0.0476,129.928,4,Male,https://www.google.com/search?q=solidstar&sxsrf=AOaemvI7y6R3uxfXkfPmv8bTrbGvkJp_UQ%3A1638347358762&ei=XjKnYZvxLZKegQaZw4GwCA&gs_ssp=eJzj4tVP1zc0TM4zzkg3SK80YPTiLM7PyUwpLkksAgBp_Ah7&oq=solidstar&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCC4QkQIyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6DQguELEDEMcBENEDEEM6CwgAEIAEELEDEIMBOggIABCABBCxAzoLCC4QgAQQxwEQowI6CggAELEDEIMBEEM6CAguEIAEELEDOgsIABCABBCxAxDJAzoFCAAQkgM6BwgAELEDEEM6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoLCC4QgAQQxwEQ0QM6CwguEIAEEMcBEK8BOg0ILhCABBDHARDRAxAKOg0ILhCABBDHARCvARAKSgQIQRgAUKgMWLwYYMoeaAVwAngAgAHAAYgB-wiSAQM0LjWYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Ohema (feat. Mr Eazi),Ohema (feat. Mr Eazi),DJ Spinall,afro dancehall,2016,208666,34,0.777,0.0158,0.707,0.000173,0.0522,-4.812,0.152,106.98,4,Male,https://www.google.com/search?q=solidstar&sxsrf=AOaemvI7y6R3uxfXkfPmv8bTrbGvkJp_UQ%3A1638347358762&ei=XjKnYZvxLZKegQaZw4GwCA&gs_ssp=eJzj4tVP1zc0TM4zzkg3SK80YPTiLM7PyUwpLkksAgBp_Ah7&oq=solidstar&gs_lcp=Cgdnd3Mtd2l6EAEYADIFCC4QkQIyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBwgAEIAEEAoyBQgAEIAEMgUILhCABDIFCC4QgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguECc6BAguEEM6DQguELEDEMcBENEDEEM6CwgAEIAEELEDEIMBOggIABCABBCxAzoLCC4QgAQQxwEQowI6CggAELEDEIMBEEM6CAguEIAEELEDOgsIABCABBCxAxDJAzoFCAAQkgM6BwgAELEDEEM6CAgAELEDEIMBOg4ILhCABBCxAxDHARDRAzoLCC4QgAQQxwEQ0QM6CwguEIAEEMcBEK8BOg0ILhCABBDHARDRAxAKOg0ILhCABBDHARCvARAKSgQIQRgAUKgMWLwYYMoeaAVwAngAgAHAAYgB-wiSAQM0LjWYAQCgAQHIAQ7AAQE&sclient=gws-wiz
